State,Program Name,Program Type,Eligibility Group,"If Other, Describe Eligibility Group","MCO, PIHP, or PAHP Name",MLR Reporting Period Start Date,MLR Reporting Period End Date,Report Year,MLR Numerator,MLR Denominator,State-Reported Member Months,Adjusted MLR,Remittance Dollar Amount for MLR Reporting Period
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Inland Empire Health Plan,7/1/2019,6/30/2020,2020,5001242984.0,5353725200.0,14063211.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Kaiser Foundation HP,7/1/2019,6/30/2020,2020,667771275.0,651064284.0,1699594.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Kern Health Systems,7/1/2019,6/30/2020,2020,930135296.0,1010148932.0,3027840.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,LA Care Health Plan,7/1/2019,6/30/2020,2020,7002724422.0,7140273826.0,38406071.0,,
CA,Medicaid SFY 19-20,Dental only,All populations,,Liberty Dental ,7/1/2019,6/30/2020,2020,31503663.0,44261199.0,2722833.0,,6120574.0
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Molina HealthCare,7/1/2019,6/30/2020,2020,1374864586.0,1478993884.0,4735410.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Partnership Health Plan,7/1/2019,6/30/2020,2020,2841089151.0,3019939062.0,6503915.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Rady Children's Hospital,7/1/2019,6/30/2020,2020,12653776.0,11352492.0,4240.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,San Francisco Health Plan,7/1/2019,6/30/2020,2020,626746207.0,701872112.0,1517310.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,Santa Clara Family HP,7/1/2019,6/30/2020,2020,1114699326.0,1167999171.0,2558908.0,,
CA,Medicaid SFY 19-20,Comprehensive MCO,All populations,,United HealthCare,7/1/2019,6/30/2020,2020,42830610.0,54038514.0,148396.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Dental only,All populations,,Access Dental Plan,7/1/2020,12/31/2020,2020,16689265.0,21982021.0,1592917.0,,1995453.0
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Aetna Better Health,7/1/2020,12/31/2020,2020,60955537.0,62606301.0,165634.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Aids HealthCare Foundation,7/1/2020,12/31/2020,2020,8309342.0,8608296.0,3940.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Alameda Alliance for Health,7/1/2020,12/31/2020,2020,483432041.0,519440752.0,1578372.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Anthem Blue Cross,7/1/2020,12/31/2020,2020,1116173259.0,1255983943.0,4661248.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Blue Shield Promise Health,7/1/2020,12/31/2020,2020,234042557.0,209403754.0,479777.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,CA Health and Wellness,7/1/2020,12/31/2020,2020,410074408.0,444252153.0,1231036.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,CalOptima,7/1/2020,12/31/2020,2020,1441674182.0,1582938821.0,4158386.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,CalViva Health,7/1/2020,12/31/2020,2020,666318885.0,703007634.0,2215959.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,CenCal Health,7/1/2020,12/31/2020,2020,454169768.0,445919243.0,1137659.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Central CA Alliance for Health,7/1/2020,12/31/2020,2020,798041629.0,829930064.0,2148691.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Community Health Group,7/1/2020,12/31/2020,2020,561439541.0,538894121.0,1508688.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Contra Costa Health Plan,7/1/2020,12/31/2020,2020,442223198.0,462278085.0,1127515.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Gold Coast Health Plan,7/1/2020,12/31/2020,2020,436983818.0,455922048.0,1258410.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Health Net of CA,7/1/2020,12/31/2020,2020,2148707284.0,2414773516.0,7619611.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Dental only,All populations,,Health Net of California,7/1/2020,12/31/2020,2020,17642612.0,26313583.0,1925947.0,,4723933.0
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Health Plan of San Joaquin,7/1/2020,12/31/2020,2020,660495900.0,677877410.0,2134667.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Health Plan of San Mateo,7/1/2020,12/31/2020,2020,221918440.0,220676069.0,614869.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Inland Empire Health Plan,7/1/2020,12/31/2020,2020,2700195230.0,2778499942.0,7458806.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Kaiser Foundation HP,7/1/2020,12/31/2020,2020,388380091.0,325792492.0,917559.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Kern Health Systems,7/1/2020,12/31/2020,2020,508543951.0,541740057.0,1622885.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,LA Care Health Plan,7/1/2020,12/31/2020,2020,3380204643.0,3460711079.0,20176896.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Dental only,All populations,,Liberty Dental ,7/1/2020,12/31/2020,2020,18709607.0,22077753.0,1432397.0,,270387.0
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Molina HealthCare,7/1/2020,12/31/2020,2020,654978602.0,747367815.0,2470911.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Partnership Health Plan,7/1/2020,12/31/2020,2020,1446557735.0,1507608638.0,3434785.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Rady Children's Hospital,7/1/2020,12/31/2020,2020,6341259.0,5987056.0,2250.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,San Francisco Health Plan,7/1/2020,12/31/2020,2020,342078722.0,382882860.0,813651.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,Santa Clara Family HP,7/1/2020,12/31/2020,2020,634920362.0,659526296.0,1379131.0,,
CA,Medicaid (Jul 2020 - Dec 2020),Comprehensive MCO,All populations,,United HealthCare,7/1/2020,12/31/2020,2020,32076683.0,36656571.0,106853.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Aetna Better Health,1/1/2020,12/31/2020,2020,582539.0,724308.0,1233.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Anthem Blue Cross,1/1/2020,12/31/2020,2020,48490509.0,53157565.0,135832.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Blue Shield Promise Health,1/1/2020,12/31/2020,2020,93233255.0,111844824.0,157164.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,CalOptima,1/1/2020,12/31/2020,2020,429474945.0,497015688.0,947587.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Community Health Group,1/1/2020,12/31/2020,2020,90637087.0,91652686.0,193615.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Health Net of CA,1/1/2020,12/31/2020,2020,926728980.0,1075811540.0,3094498.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Health Plan of San Mateo,1/1/2020,12/31/2020,2020,76102854.0,73634554.0,91062.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Inland Empire Health Plan,1/1/2020,12/31/2020,2020,308732794.0,359210399.0,686318.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Kaiser Foundation HP,1/1/2020,12/31/2020,2020,30098994.0,33141458.0,72865.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,LA Care Health Plan,1/1/2020,12/31/2020,2020,1146557466.0,1302889928.0,2623433.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Molina HealthCare,1/1/2020,12/31/2020,2020,125573102.0,152879728.0,298941.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,Santa Clara Family HP,1/1/2020,12/31/2020,2020,150345222.0,163890857.0,309031.0,,
CA,Medicaid CY 2020 MLTSS,MLTSS only,All populations,,United HealthCare,1/1/2020,12/31/2020,2020,1319880.0,1927432.0,3162.0,,
CO,Accountable Care Collaborative (ACC),Comprehensive MCO,All populations,,Account Care Collaborative: Rocky Mountain Health Plans Prime,7/1/2017,6/30/2018,2018,161877898.0,185532715.0,436093.0,,0.0
CO,Colorado Medicaid Community Behavioral Health Services Program,Behavioral health only,All populations,,Access Behavioral Care - Denver,7/1/2017,6/30/2018,2018,102379998.0,114255255.0,2397032.0,,0.0
CO,Colorado Medicaid Community Behavioral Health Services Program,Behavioral health only,All populations,,Access Behavioral Care - Northeast,7/1/2017,6/30/2018,2018,63121297.0,63946242.0,1900709.0,,0.0
CO,Colorado Medicaid Community Behavioral Health Services Program,Behavioral health only,All populations,,"Behavioral Healthcare, Inc.",7/1/2017,6/30/2018,2018,118458155.0,129814509.0,3695914.0,,0.0
CO,Colorado Medicaid Community Behavioral Health Services Program,Behavioral health only,All populations,,Colorado Health Partnerships,7/1/2017,6/30/2018,2018,173099812.0,190917863.0,5335799.0,,0.0
CO,Colorado Medicaid Community Behavioral Health Services Program,Behavioral health only,All populations,,Foothills Behavioral Health Partners,7/1/2017,6/30/2018,2018,70746664.0,79578020.0,1883834.0,,0.0
CO,Denver Health Medicaid Choice,Comprehensive MCO,All populations,,Denver Health Medicaid Choice,7/1/2017,6/30/2018,2018,197489509.0,234340599.0,1025448.0,,2000000.0
CO,Accountable Care Collaborative,Comprehensive MCO,All populations,,Account Care Collaborative: Rocky Mountain Health Plans Prime,7/1/2018,6/30/2019,2019,171216326.0,191799720.0,429044.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 1: Rocky Mountain Health Plans,7/1/2018,6/30/2019,2019,73270352.0,84380517.0,2170409.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 2: Northeast Health Partners,7/1/2018,6/30/2019,2019,34499734.0,37457991.0,1004357.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 3: Colorado Access,7/1/2018,6/30/2019,2019,111263682.0,120637861.0,3277065.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,"RAE 4: Health Colorado, Inc.",7/1/2018,6/30/2019,2019,64115632.0,74040439.0,1545948.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 5: Colorado Access,7/1/2018,6/30/2019,2019,109627215.0,117150738.0,1485704.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 6: Colorado Community Health Alliance,7/1/2018,6/30/2019,2019,79772474.0,83707639.0,1704153.0,,0.0
CO,Accountable Care Collaborative,Other PIHP,All populations,,RAE 7: Colorado Community Health Alliance,7/1/2018,6/30/2019,2019,74905044.0,75187210.0,2112389.0,,0.0
CO,Denver Health Medicaid Choice,Comprehensive MCO,All populations,,Denver Health Medicaid Choice,7/1/2018,6/30/2019,2019,192506277.0,202013069.0,932636.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,Account Care Collaborative: Rocky Mountain Health Plans Prime,7/1/2019,6/30/2020,2020,173075331.0,199170318.0,446596.0,,689435.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,Denver Health: Colorado Access,7/1/2019,6/30/2020,2020,20478374.0,23391139.0,523239.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 1: Rocky Mountain Health Plans,7/1/2019,6/30/2020,2020,80242205.0,93296481.0,2111101.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 2: Northeast Health Partners,7/1/2019,6/30/2020,2020,33456680.0,37665576.0,922436.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 3: Colorado Access,7/1/2019,6/30/2020,2020,119822192.0,129997700.0,3208277.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,"RAE 4: Health Colorado, Inc.",7/1/2019,6/30/2020,2020,63954308.0,71534192.0,1449824.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 5: Colorado Access,7/1/2019,6/30/2020,2020,94188260.0,104217233.0,1883183.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 6: Colorado Community Health Alliance,7/1/2019,6/30/2020,2020,96625989.0,94037550.0,1687754.0,,0.0
CO,Accountable Care Collaborative (ACC),Other PIHP,All populations,,RAE 7: Colorado Community Health Alliance,7/1/2019,6/30/2020,2020,78854616.0,82245865.0,2044877.0,,0.0
CO,Medicaid Choice,Comprehensive MCO,All populations,,Denver Health Medical Plan,7/1/2019,6/30/2020,2020,189616674.0,219910021.0,1028482.0,,1959821.0
DC,CASSIP,Comprehensive MCO,All populations,,HSCSN,10/1/2017,9/30/2018,2018,155003269.0,178986730.0,63628.0,,
DC,DCHFP,Comprehensive MCO,All populations,,Amerigroup,10/1/2017,9/30/2018,2018,133284161.0,193693887.0,557374.0,,
DC,DCHFP,Comprehensive MCO,All populations,,AmeriHealth,10/1/2017,9/30/2018,2018,456188817.0,486068472.0,1328242.0,,
DC,DCHFP,Comprehensive MCO,All populations,,Trusted,10/1/2017,9/30/2018,2018,111542547.0,139049678.0,398732.0,,
DC,CASSIP,Comprehensive MCO,All populations,,HSCSN,10/1/2018,9/30/2019,2019,152498745.0,174279832.0,61177.0,,
DC,DCHFP,Comprehensive MCO,All populations,,Amerigroup,10/1/2018,9/30/2019,2019,133223820.0,171374242.0,519058.0,,
DC,DCHFP,Comprehensive MCO,All populations,,AmeriHealth,10/1/2018,9/30/2019,2019,492698934.0,506772207.0,1391867.0,,
DC,DCHFP,Comprehensive MCO,All populations,,CareFirst,10/1/2018,9/30/2019,2019,100997884.0,125689445.0,373641.0,,
DC,CASSIP,Comprehensive MCO,All populations,,HSCSN,10/1/2019,9/30/2020,2020,145255266.0,170100978.0,60402.0,,
DC,DCHFP,Comprehensive MCO,All populations,,Amerigroup,10/1/2019,9/30/2020,2020,131429487.0,152965979.0,510607.0,,
DC,DCHFP,Comprehensive MCO,All populations,,AmeriHealth,10/1/2019,9/30/2020,2020,462361475.0,549494247.0,1393350.0,,
DC,DCHFP,Comprehensive MCO,All populations,,CareFirst,10/1/2019,9/30/2020,2020,96448642.0,110047925.0,369272.0,,
DE,Diamond State Health Plan,Comprehensive MCO + MLTSS,All populations,,AmeriHealth Caritas,1/1/2018,12/31/2018,2018,430740236.0,453887203.0,592629.0,,
DE,Diamond State Health Plan,Comprehensive MCO + MLTSS,All populations,,Highmark Health Options,1/1/2018,12/31/2018,2018,1339235988.0,1431192652.0,1906771.0,,
DE,Diamond State Health Plan & Diamond State Health Plan Plus,Comprehensive MCO + MLTSS,All populations,,AmeriHealth Caritas,1/1/2019,12/31/2019,2019,620918512.0,644576512.0,747847.0,,0.0
DE,Diamond State Health Plan & Diamond State Health Plan Plus,Comprehensive MCO + MLTSS,All populations,,Highmark Health Options,1/1/2019,12/31/2019,2019,1281384618.0,1346783154.0,1645615.0,,0.0
DE,Diamond State Health Plan,Comprehensive MCO + MLTSS,All populations,,AmeriHealth Caritas,1/1/2020,12/31/2020,2020,689517332.0,763828078.0,917688.0,,0.0
DE,Diamond State Health Plan,Comprehensive MCO + MLTSS,All populations,,Highmark Health Options,1/1/2020,12/31/2020,2020,1147017274.0,1305245276.0,1598173.0,,0.0
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Amerigroup Florida, Inc.",10/1/2017,9/30/2018,2018,157109929.0,165323104.0,62974.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Coventry Health Care of Florida, Inc.",10/1/2017,9/30/2018,2018,196959166.0,203487784.0,62019.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Humana Medical Plan, Inc.",10/1/2017,9/30/2018,2018,807986754.0,839478901.0,265486.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Molina Healthcare of Florida, Inc.",10/1/2017,9/30/2018,2018,224010195.0,237797410.0,74579.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Sunshine State Health Plan, Inc.",10/1/2017,9/30/2018,2018,1847876182.0,1914291521.0,518509.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"United Healthcare of Florida, Inc.",10/1/2017,9/30/2018,2018,779578350.0,776683514.0,228549.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Amerigroup Florida, Inc.",10/1/2017,9/30/2018,2018,970941803.0,1035572437.0,3733492.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Better Health, Inc.",10/1/2017,9/30/2018,2018,266895042.0,297895953.0,1145175.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,Other,HIV/AIDS,Clear Health Alliance,10/1/2017,9/30/2018,2018,237802163.0,259324240.0,115974.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Community Care Plan,10/1/2017,9/30/2018,2018,126480428.0,138141613.0,505499.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Coventry Health Care of Florida, Inc.",10/1/2017,9/30/2018,2018,174519460.0,190713007.0,628639.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Freedom Health, Inc.",10/1/2017,9/30/2018,2018,177995.0,111299.0,1303.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Humana Medical Plan, Inc.",10/1/2017,9/30/2018,2018,993571302.0,1143651058.0,3652123.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,MH/SUD,,Magellan Complete Care,10/1/2017,9/30/2018,2018,549956409.0,601307347.0,945796.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Molina Healthcare of Florida, Inc.",10/1/2017,9/30/2018,2018,1189345935.0,1262926149.0,4134537.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,Other,HIV/AIDS,Positive Healthcare,10/1/2017,9/30/2018,2018,47603418.0,52923182.0,23969.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Prestige Health Choice,10/1/2017,9/30/2018,2018,1099282192.0,1163658913.0,3906914.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Simply Healthcare Plans, Inc.",10/1/2017,9/30/2018,2018,317563979.0,350789514.0,879909.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Sunshine State Health Plan, Inc.",10/1/2017,9/30/2018,2018,1720231475.0,1812779821.0,6132644.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"United Healthcare of Florida, Inc.",10/1/2017,9/30/2018,2018,928050724.0,1019492560.0,3144765.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,WellCare of Florida dba StayWell,10/1/2017,9/30/2018,2018,2047084327.0,2260615084.0,7689467.0,,
FL,Dental,Dental only,All populations,,"DentaQuest of Florida, Inc. ",10/1/2018,9/30/2019,2019,113647696.0,118389165.0,13875481.0,,
FL,Dental,Dental only,All populations,,Liberty Dental of Florida Inc.,10/1/2018,9/30/2019,2019,63223066.0,79747120.0,8955325.0,,
FL,Dental,Dental only,All populations,,"Managed Care of North America, Inc.",10/1/2018,9/30/2019,2019,39347786.0,41860656.0,5099245.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,Coventry Healthcare of Florida D/B/A/ Aetna Better Health of Florida,10/1/2018,9/30/2019,2019,173567830.0,185438094.0,14291.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,Florida Community Care,10/1/2018,9/30/2019,2019,136288267.0,155421722.0,1651.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Humana Medical Plan, Inc.",10/1/2018,9/30/2019,2019,1031655763.0,1088765183.0,73197.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Molina Healthcare of FL, Inc.",10/1/2018,9/30/2019,2019,122632096.0,131942904.0,18242.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Simply Healthcare Plans, Inc.",10/1/2018,9/30/2019,2019,196423513.0,210757420.0,6004.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,"Sunshine State Health Plan, Inc.",10/1/2018,9/30/2019,2019,2052269489.0,2108774764.0,138230.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,United Healthcare of Florida,10/1/2018,9/30/2019,2019,533548713.0,532062213.0,56728.0,,
FL,Long Term Care Program,MLTSS only,MLTSS only,,WellCare of Florida D/B/A/ StayWell Health Plan of Florida,10/1/2018,9/30/2019,2019,238662851.0,227720606.0,938.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Bestcare Assurance D/B/A/ Vivida Health,10/1/2018,9/30/2019,2019,13900266.0,17552474.0,74924.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,Children,,Children's Medical Services Network,10/1/2018,9/30/2019,2019,468308165.0,604622351.0,663448.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,Other,HIV/AIDS,Clear Health Alliance-HIV/AIDs Specialty Plan,10/1/2018,9/30/2019,2019,234790255.0,276618150.0,112371.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Community Care Plan3,10/1/2018,9/30/2019,2019,118116121.0,131924451.0,464035.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Coventry Healthcare of Florida D/B/A/ Aetna Better Health of Florida,10/1/2018,9/30/2019,2019,234231143.0,272652872.0,938186.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Florida Community Care, LLC",10/1/2018,9/30/2019,2019,13075306.0,15395665.0,41541.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Freedom Health Inc.,10/1/2018,9/30/2019,2019,50171.0,18089.0,319.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,"Humana Medical Plan, Inc.",10/1/2018,9/30/2019,2019,1272670497.0,1430207693.0,4697549.0,,
FL,Managed Medical Assistance Program,Comprehensive MCO,All populations,,Lighthouse Health Plan,10/1/2018,9/30/2019,2019,28501300.0,35507896.0,312445.0,,
